iter	RMSE
240	0.02647915299
241	0.02645857467
242	0.02644581996
243	0.02643254259
244	0.0264167419
245	0.02639891215
246	0.02638222168
247	0.02637026786
248	0.02635563915
249	0.02634045773
250	0.02633031137
251	0.02632131481
252	0.02631360031
253	0.0262989902
254	0.02628387581
255	0.02627202168
256	0.02625451684
257	0.02624695814
258	0.02624053236
259	0.02622334581
260	0.02620934017
261	0.02618656629
262	0.02616854493
263	0.02615105484
264	0.0261341876
265	0.0261190267
266	0.02610400825
267	0.02609618225
268	0.02606565469
269	0.02605155065
270	0.02603462172
271	0.02602486465
272	0.02600797222
273	0.02599046361
274	0.02597584687
275	0.02596421915
276	0.02595444713
277	0.02593558226
278	0.0259208014
279	0.02590755998
280	0.02589079063
281	0.02588035357
282	0.02585890589
283	0.02584801736
284	0.02583091284
285	0.02581717156
286	0.0258045644
287	0.02578997314
288	0.02577866903
289	0.02576465146
290	0.02575199688
291	0.02573852846
292	0.02573139736
293	0.02571109426
294	0.02569978152
295	0.02567809202
296	0.02566003068
297	0.02564622497
298	0.02563334323
299	0.02561960819
300	0.02560674524
301	0.02559365815
302	0.02558116278
303	0.02556660684
304	0.02555420447
305	0.02554037065
306	0.02552233139
307	0.02551167782
308	0.02550030705
309	0.02548841797
310	0.0254756731
311	0.02546576775
312	0.02544747453
313	0.02542918635
314	0.0254119927
315	0.02539701924
316	0.02538074079
317	0.02537100226
318	0.02536078534
319	0.02535107278
320	0.02534089051
321	0.02533154093
322	0.02532052465
323	0.02530818913
324	0.02529574681
325	0.02528337263
326	0.02527245152
327	0.02526524232
328	0.02525460432
329	0.0252343102
330	0.02522772339
331	0.02521356341
332	0.02519961314
333	0.0251890502
334	0.02517825714
335	0.02517103786
336	0.02516214778
337	0.02514676617
338	0.0251362363
339	0.02512405903
340	0.02511666312
341	0.02510999145
342	0.0250997122
343	0.02508585867
344	0.02507702791
345	0.02506956096
346	0.02505725712
347	0.02504721166
348	0.02503510911
349	0.02502039109
350	0.02501119913
351	0.02499853991
352	0.02498499458
353	0.02497589051
354	0.0249613844
355	0.0249508852
356	0.02494060107
357	0.02492775235
358	0.02491736555
359	0.02490560539
360	0.0248967323
361	0.02488649583
362	0.02487969817
363	0.02486203878
364	0.0248534815
365	0.02483915548
366	0.02483042072
367	0.02482285251
368	0.02481331427
369	0.02480280791
370	0.02479309748
371	0.02478321741
372	0.02477144993
373	0.02476196303
374	0.02474755165
375	0.02473584686
376	0.02472536424
377	0.0247183748
378	0.02470777103
379	0.02469599931
380	0.02468568117
381	0.02467832613
382	0.02466691827
383	0.02465685461
384	0.02464866606
385	0.02464248789
386	0.02463060317
387	0.02461947668
388	0.02461326919
389	0.02460347753
390	0.02459413515
391	0.02458112794
392	0.02456649046
393	0.02455633883
394	0.02454771446
395	0.02453787227
396	0.02452913806
397	0.02451204887
398	0.02449960646
399	0.02449141039
400	0.02448106839
401	0.02447053594
402	0.02446405285
403	0.02445895017
404	0.02444627496
405	0.02443680984
406	0.02442770388
407	0.02441998125
408	0.02441082999
409	0.02440218878
410	0.02439409821
411	0.02438376382
412	0.02437672605
413	0.02436864157
414	0.02436038446
415	0.02435136348
416	0.02434384738
417	0.02433516897
418	0.02432795731
419	0.02431683719
420	0.02431028176
421	0.02430258494
422	0.0242924797
423	0.02428141942
424	0.02427418872
425	0.02426359405
426	0.02425339187
427	0.02424574578
428	0.02423711583
429	0.0242304954
430	0.02422164598
431	0.02420760765
432	0.02419688741
433	0.02418991728
434	0.0241758137
435	0.0241710552
436	0.02416085166
437	0.0241516404
438	0.02414493083
439	0.02413414766
440	0.02412482938
441	0.0241173765
442	0.02410678662
443	0.02409598049
444	0.02408851751
445	0.0240801811
446	0.02407172248
447	0.02406622561
448	0.02405979072
449	0.02405286616
450	0.02404215218
451	0.02403113387
452	0.0240223893
453	0.02400946481
454	0.02400315252
455	0.02399374073
456	0.02398471604
457	0.02397480884
458	0.02396885483
459	0.02396075584
460	0.02395095702
461	0.02394031474
462	0.02393152534
463	0.02391933026
464	0.02391285385
465	0.02390313909
466	0.02389720642
467	0.02389022176
468	0.02387891993
469	0.02387183214
470	0.02385983652
471	0.02385185949
472	0.02384432297
473	0.02383671017
474	0.02382721728
475	0.02381373262
476	0.02380639917
477	0.02379618034
478	0.02378674648
479	0.02378120218
480	0.02377226227
481	0.02376407775
482	0.02375354227
483	0.02374370971
484	0.02373840843
485	0.02372818507
486	0.02372033547
487	0.0237111271
488	0.02370308987
489	0.02369534889
490	0.0236866929
491	0.02367786787
492	0.0236701345
493	0.02365891862
494	0.02365024152
495	0.02364558017
496	0.02363579061
497	0.02362944951
498	0.02362248471
499	0.02361636522
500	0.0236060975
501	0.02359957904
502	0.02359317661
503	0.02358584275
504	0.02357923369
505	0.02357334312
506	0.02356106274
507	0.02355313908
508	0.02354416279
509	0.02353497371
510	0.02352851865
511	0.02352170736
512	0.0235127382
513	0.02350704111
514	0.02350157326
515	0.02349370385
516	0.02348597825
517	0.02348039216
518	0.02347291792
519	0.0234632368
520	0.02345377974
521	0.02344367462
522	0.02343809121
523	0.02342673363
524	0.02341951117
525	0.02341157595
526	0.02340552786
527	0.02339905029
528	0.02339319131
529	0.02338102085
530	0.0233730714
531	0.02336305853
532	0.02335457456
533	0.02334777939
534	0.02334066401
535	0.02333255334
536	0.02332233718
537	0.02331438797
538	0.02330938517
539	0.02330314246
540	0.02329579498
541	0.0232885409
542	0.02327589242
543	0.0232696608
544	0.02326097562
545	0.02325494645
546	0.02324565391
547	0.02324059725
548	0.02323388051
549	0.02322543485
550	0.02321596276
551	0.02320884888
552	0.02320135915
553	0.02319790969
554	0.02318798703
555	0.02318108391
556	0.02317456687
557	0.02316987238
558	0.02316284308
559	0.0231564651
560	0.02314996256
561	0.02314257838
562	0.02313995984
563	0.02313484971
564	0.02312945457
565	0.0231237098
566	0.0231168328
567	0.0231123072
568	0.02310568559
569	0.02309842595
570	0.02309251498
571	0.02308554212
572	0.02307787928
573	0.02306752898
574	0.02306063185
575	0.02305278682
576	0.02304575826
577	0.02303852104
578	0.02302978944
579	0.02302378091
580	0.02301749579
581	0.02301222704
582	0.02300783463
583	0.0230039847
584	0.02299829061
585	0.02299356257
586	0.02298393838
587	0.02297812354
588	0.02296698132
589	0.02295882287
590	0.0229532829
591	0.02294727666
592	0.02294160543
593	0.02293449324
594	0.02292523916
595	0.0229222536
596	0.02291447595
597	0.02290876202
598	0.022902645
599	0.02289642204
600	0.02288850931
601	0.02288189322
602	0.02287668329
603	0.02287245793
604	0.02286746489
605	0.02285833492
606	0.02284693534
607	0.02284030367
608	0.02283614719
609	0.02282538539
610	0.02281810661
611	0.02281087197
612	0.02280284021
613	0.02279339816
614	0.02278395835
615	0.02277497078
616	0.02276961118
617	0.02276311266
618	0.02275673899
619	0.02275069835
620	0.02274369613
621	0.0227349724
622	0.02272607132
623	0.02272066505
624	0.02271269763
625	0.02270602051
626	0.02270212311
627	0.02269621941
628	0.02269052406
629	0.02268260941
630	0.02267736558
631	0.02267180637
632	0.02266785398
633	0.02266227246
634	0.0226551472
635	0.02264631402
636	0.02263992365
637	0.02263517275
638	0.02262893412
639	0.02262034355
640	0.02261179431
641	0.02260509086
642	0.02259849153
643	0.02259175669
644	0.02258698819
645	0.0225799217
646	0.02257178344
647	0.02256730044
648	0.02256004853
649	0.02255069646
650	0.0225420604
651	0.02253324689
652	0.02252684379
653	0.02252200594
654	0.02251253072
655	0.02250768634
656	0.0225038579
657	0.02249576741
658	0.02248982155
659	0.02248215251
660	0.02247518779
661	0.02246994212
662	0.02246159578
663	0.02245635233
664	0.02245124076
665	0.02244518682
666	0.02243927263
667	0.02243370101
668	0.02242627912
669	0.0224206686
670	0.02241549821
671	0.02241025964
672	0.02240526191
673	0.02239840376
674	0.02239025308
675	0.02238348375
676	0.02237875289
677	0.02237462119
678	0.02236664491
679	0.02235536839
680	0.02235038909
681	0.02234365789
682	0.02233790284
683	0.02233154477
684	0.02232353618
685	0.02231913389
686	0.02231383193
687	0.02230767096
688	0.02230253071
689	0.02229642978
690	0.02229160629
691	0.02228428665
692	0.02227869735
693	0.02227082451
694	0.0222645731
695	0.0222602555
696	0.02225497242
697	0.02224899019
698	0.02224338523
699	0.0222374696
700	0.02223196739
701	0.02222709108
702	0.02222022112
703	0.02221721653
704	0.02221115089
705	0.02220643926
706	0.02220063049
707	0.02219697028
708	0.02219390031
709	0.02219155868
710	0.02218509021
711	0.02217602161
712	0.02216902535
713	0.0221639612
714	0.02216159242
715	0.02215607999
716	0.02215041447
717	0.02214552906
718	0.02213988726
719	0.02213021686
720	0.02212407575
721	0.02211558638
722	0.02210994431
723	0.02210551639
724	0.02210343842
725	0.02209651611
726	0.02208827507
727	0.02208425392
728	0.02207601772
729	0.02207096566
730	0.02206687115
731	0.0220604363
732	0.02205541352
733	0.0220504352
734	0.02204467959
735	0.0220422294
736	0.02203756743
737	0.02203277843
738	0.02202397783
739	0.02201913641
740	0.02201307886
741	0.02200819227
742	0.02200310897
743	0.02199798117
744	0.02199286343
745	0.02198828154
746	0.02198552851
747	0.02198161214
748	0.02197776589
749	0.02197310447
750	0.02196571468
751	0.0219609723
752	0.02195444266
753	0.02194802856
754	0.02194209449
755	0.02193521649
756	0.02193314088
757	0.02192562363
758	0.02191919108
759	0.0219142353
760	0.02190621539
761	0.02189840776
762	0.02189293397
763	0.0218869765
764	0.02188415167
765	0.02187950668
766	0.02187448739
767	0.02186885239
768	0.02186506747
769	0.02185789796
770	0.02185466669
771	0.0218527576
772	0.0218490388
773	0.02184405716
774	0.02183996619
775	0.02183436877
776	0.02182900395
777	0.02182479181
778	0.02182266717
779	0.02181622982
780	0.02181117916
781	0.02180645491
782	0.02179975184
783	0.0217926561
784	0.02178788523
785	0.021783034
786	0.02177995546
787	0.02177469194
788	0.02176870329
789	0.02176373846
790	0.02175922742
791	0.02175255518
792	0.02174637805
793	0.02174301125
794	0.02173217571
795	0.02172685188
796	0.02172431893
797	0.02172065693
798	0.02171206927
799	0.02170660109
800	0.02170380311
801	0.02169854863
802	0.02169406987
803	0.02168697809
804	0.02168225131
805	0.02167481505
806	0.0216707481
807	0.02166770077
808	0.02166435629
809	0.02166070483
810	0.02165484337
